4K频道,#genre#
百视通5,http://192.168.2.203:50001/TVOD/5000000001000006777/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通6,http://192.168.2.203:50001/TVOD/5000000001000017342/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通7,http://192.168.2.203:50001/TVOD/5000000001000018009/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通8,http://192.168.2.203:50001/TVOD/5000000001000019233/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通9,http://192.168.2.203:50001/TVOD/5000000001000022620/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通10,http://192.168.2.203:50001/TVOD/5000000001000023256/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通11,http://192.168.2.203:50001/TVOD/5000000001000026930/bestzb/index.m3u8?OtherName=4M1080_百视通
百视通12,http://192.168.2.203:50001/TVOD/2000000002000000050/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
百视通13,http://192.168.2.203:50001/TVOD/2000000002000000052/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
百视通14,http://192.168.2.203:50001/TVOD/2000000002000000024/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通15,http://192.168.2.203:50001/TVOD/2000000002000000025/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通16,http://192.168.2.203:50001/TVOD/2000000002000000026/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通17,http://192.168.2.203:50001/TVOD/2000000002000000027/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通18,http://192.168.2.203:50001/TVOD/2000000002000000028/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通19,http://192.168.2.203:50001/TVOD/2000000002000000029/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通20,http://192.168.2.203:50001/TVOD/2000000002000000030/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通21,http://192.168.2.203:50001/TVOD/2000000002000000049/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
百视通22,http://192.168.2.203:50001/TVOD/2000000002000000051/hnbblive/index.m3u8?OtherName=1.2M576_湖南bblive
咪咕频道,#genre#
咪咕全民热练,http://192.168.2.203:50001/TVOD/2000000003000000068/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕全民热练,http://192.168.2.203:50001/TVOD/1000000006000270007/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频1,http://192.168.2.203:50001/TVOD/3000000020000011528/FifastbLive/index.m3u8?OtherName=8M1080_咪视通
咪咕视频2,http://192.168.2.203:50001/TVOD/3000000020000011529/FifastbLive/index.m3u8?OtherName=8M1080_咪视通
咪咕视频3,http://192.168.2.203:50001/TVOD/3000000020000011530/FifastbLive/index.m3u8?OtherName=8M1080_咪视通
咪咕视频4,http://192.168.2.203:50001/TVOD/3000000020000011531/FifastbLive/index.m3u8?OtherName=8M1080_咪视通
咪咕视频5,http://192.168.2.203:50001/TVOD/2000000003000000060/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频6,http://192.168.2.203:50001/TVOD/2000000003000000061/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频7,http://192.168.2.203:50001/TVOD/2000000003000000062/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频8,http://192.168.2.203:50001/TVOD/2000000003000000063/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频9,http://192.168.2.203:50001/TVOD/2000000003000000064/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频10,http://192.168.2.203:50001/TVOD/2000000003000000065/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
咪咕视频11,http://192.168.2.203:50001/TVOD/1000000006000270001/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频12,http://192.168.2.203:50001/TVOD/1000000006000270002/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频13,http://192.168.2.203:50001/TVOD/1000000006000270003/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频14,http://192.168.2.203:50001/TVOD/1000000006000270004/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频15,http://192.168.2.203:50001/TVOD/1000000006000270005/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频16,http://192.168.2.203:50001/TVOD/1000000006000270006/ystenlive/index.m3u8?OtherName=8M1080_易视腾
咪咕视频17,http://192.168.2.203:50001/TVOD/3000000010000000097/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频18,http://192.168.2.203:50001/TVOD/3000000010000002019/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频19,http://192.168.2.203:50001/TVOD/3000000010000002809/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频20,http://192.168.2.203:50001/TVOD/3000000010000003915/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频21,http://192.168.2.203:50001/TVOD/3000000010000004193/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频22,http://192.168.2.203:50001/TVOD/3000000010000006077/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频23,http://192.168.2.203:50001/TVOD/3000000010000006658/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频24,http://192.168.2.203:50001/TVOD/3000000010000009788/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频25,http://192.168.2.203:50001/TVOD/3000000010000010833/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频26,http://192.168.2.203:50001/TVOD/3000000010000011297/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频27,http://192.168.2.203:50001/TVOD/3000000010000011518/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频28,http://192.168.2.203:50001/TVOD/3000000010000012558/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频29,http://192.168.2.203:50001/TVOD/3000000010000012616/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频30,http://192.168.2.203:50001/TVOD/3000000010000015470/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频31,http://192.168.2.203:50001/TVOD/3000000010000015560/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频32,http://192.168.2.203:50001/TVOD/3000000010000017678/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频33,http://192.168.2.203:50001/TVOD/3000000010000019839/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频34,http://192.168.2.203:50001/TVOD/3000000010000021904/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频35,http://192.168.2.203:50001/TVOD/3000000010000023434/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频36,http://192.168.2.203:50001/TVOD/3000000010000025380/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频37,http://192.168.2.203:50001/TVOD/3000000010000027691/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
咪咕视频38,http://192.168.2.203:50001/TVOD/3000000010000031669/FifastbLive/index.m3u8?OtherName=5M1080_咪视通
求索频道,#genre#
求索动物,http://192.168.2.203:50001/TVOD/6000000002000010046/wasusyt/index.m3u8?OtherName=8M1080_华数
求索动物,http://192.168.2.203:50001/TVOD/2000000004000000009/hnbblive/index.m3u8?OtherName=7.5M1080_湖南bblive
求索纪录,http://192.168.2.203:50001/TVOD/6000000002000032052/wasusyt/index.m3u8?OtherName=8M1080_华数
求索纪录,http://192.168.2.203:50001/TVOD/2000000004000000010/hnbblive/index.m3u8?OtherName=7.5M1080_湖南bblive
求索科学,http://192.168.2.203:50001/TVOD/6000000002000032344/wasusyt/index.m3u8?OtherName=8M1080_华数
求索科学,http://192.168.2.203:50001/TVOD/2000000004000000011/hnbblive/index.m3u8?OtherName=7.5M1080_湖南bblive
求索生活,http://192.168.2.203:50001/TVOD/6000000002000003382/wasusyt/index.m3u8?OtherName=8M1080_华数
求索生活,http://192.168.2.203:50001/TVOD/2000000004000000008/hnbblive/index.m3u8?OtherName=7.5M1080_湖南bblive
湖南频道,#genre#
湖南卫视,http://192.168.2.203:50001/TVOD/5000000004000006692/bestzb/index.m3u8?OtherName=8M1080_百视通
湖南卫视,http://192.168.2.203:50001/TVOD/6000000001000018044/wasusyt/index.m3u8?OtherName=8M1080_华数
湖南卫视,http://192.168.2.203:50001/TVOD/1000000001000032695/ystenlive/index.m3u8?OtherName=8M1080_易视腾
湖南卫视,http://192.168.2.203:50001/TVOD/1000000005000265024/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
湖南卫视,http://192.168.2.203:50001/TVOD/5000000010000030452/bestzb/index.m3u8?OtherName=4M1080_百视通
湖南卫视,http://192.168.2.203:50001/TVOD/1000000001000009115/ystenlive/index.m3u8?OtherName=4M1080_易视腾
湖南茶频道,http://192.168.2.203:50001/TVOD/5000000011000031209/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南茶频道,http://192.168.2.203:50001/TVOD/2000000002000000070/hnbblive/index.m3u8?OtherName=6.8M1080_湖南bblive
湖南金鹰纪实,http://192.168.2.203:50001/TVOD/5000000011000031203/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南金鹰纪实,http://192.168.2.203:50001/TVOD/1000000002000011724/ystenlive/index.m3u8?OtherName=4M576_易视腾
湖南金鹰卡通,http://192.168.2.203:50001/TVOD/1000000002000016601/ystenlive/index.m3u8?OtherName=4M576_易视腾
湖南金鹰卡通,http://192.168.2.203:50001/TVOD/5000000006000040024/bestzb/index.m3u8?OtherName=4M540_百视通
湖南金鹰卡通,http://192.168.2.203:50001/TVOD/6000000003000016791/wasusyt/index.m3u8?OtherName=1.8M576_华数
湖南快乐垂钓,http://192.168.2.203:50001/TVOD/5000000011000031206/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南快乐垂钓,http://192.168.2.203:50001/TVOD/2000000002000000067/hnbblive/index.m3u8?OtherName=6.8M1080_湖南bblive
湖南爱晚,http://192.168.2.203:50001/TVOD/6307875884530512195/hnbblive/index.m3u8
湖南电视剧,http://192.168.2.203:50001/TVOD/8765482907954673867/hnbblive/index.m3u8
湖南电影,http://192.168.2.203:50001/TVOD/7884242846753128038/hnbblive/index.m3u8
湖南都市,http://192.168.2.203:50001/TVOD/4682579636905393407/hnbblive/index.m3u8
湖南国际,http://192.168.2.203:50001/TVOD/5015828848322021526/hnbblive/index.m3u8
湖南经视,http://192.168.2.203:50001/TVOD/6306119848317438256/hnbblive/index.m3u8
湖南经视,http://192.168.2.203:50001/TVOD/7766420291569067385/hnbblive/index.m3u8
湖南娱乐,http://192.168.2.203:50001/TVOD/6427893650335440392/hnbblive/index.m3u8
上海频道,#genre#
上海ICS外语,http://192.168.2.203:50001/TVOD/5000000010000030951/bestzb/index.m3u8?OtherName=4M1080_百视通
上海ICS外语,http://192.168.2.203:50001/TVOD/2000000002000000001/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
上海第一财经,http://192.168.2.203:50001/TVOD/5000000010000027146/bestzb/index.m3u8?OtherName=4M1080_百视通
上海第一财经,http://192.168.2.203:50001/TVOD/2000000002000000004/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
上海东方财经,http://192.168.2.203:50001/TVOD/5000000007000010003/bestzb/index.m3u8?OtherName=6.8M1080_百视通
上海东方财经,http://192.168.2.203:50001/TVOD/2000000002000000090/hnbblive/index.m3u8?OtherName=6.8M1080_湖南bblive
上海东方卫视,http://192.168.2.203:50001/TVOD/5000000004000014098/bestzb/index.m3u8?OtherName=8M1080_百视通
上海东方卫视,http://192.168.2.203:50001/TVOD/6000000001000003639/wasusyt/index.m3u8?OtherName=8M1080_华数
上海东方卫视,http://192.168.2.203:50001/TVOD/1000000001000005866/ystenlive/index.m3u8?OtherName=8M1080_易视腾
上海东方卫视,http://192.168.2.203:50001/TVOD/1000000005000265018/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
上海东方卫视,http://192.168.2.203:50001/TVOD/5000000010000032246/bestzb/index.m3u8?OtherName=4M1080_百视通
上海东方卫视,http://192.168.2.203:50001/TVOD/1000000001000030202/ystenlive/index.m3u8?OtherName=4M1080_易视腾
上海东方卫视,http://192.168.2.203:50001/TVOD/2000000002000000056/hnbblive/index.m3u8?OtherName=2M720_湖南bblive
上海东方影视,http://192.168.2.203:50001/TVOD/5000000010000032212/bestzb/index.m3u8?OtherName=4M1080_百视通
上海东方影视,http://192.168.2.203:50001/TVOD/2000000002000000013/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
上海都市,http://192.168.2.203:50001/TVOD/5000000010000018926/bestzb/index.m3u8?OtherName=4M1080_百视通
上海都市,http://192.168.2.203:50001/TVOD/2000000002000000012/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
上海法治天地,http://192.168.2.203:50001/TVOD/2000000002000000014/hnbblive/index.m3u8?OtherName=7M1080_湖南bblive
上海哈哈炫动,http://192.168.2.203:50001/TVOD/5000000011000031123/bestzb/index.m3u8?OtherName=7M1080_百视通
上海哈哈炫动,http://192.168.2.203:50001/TVOD/5000000005000031641/bestzb/index.m3u8?OtherName=4M1080_百视通
上海哈哈炫动,http://192.168.2.203:50001/TVOD/1000000002000000172/ystenlive/index.m3u8?OtherName=4M576_易视腾
上海纪实人文,http://192.168.2.203:50001/TVOD/1000000001000016545/ystenlive/index.m3u8?OtherName=8M1080_易视腾
上海纪实人文,http://192.168.2.203:50001/TVOD/5000000004000010282/bestzb/index.m3u8?OtherName=7M1080_百视通
上海纪实人文,http://192.168.2.203:50001/TVOD/1000000005000265021/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
上海纪实人文,http://192.168.2.203:50001/TVOD/5000000001000021713/bestzb/index.m3u8?OtherName=4M1080_百视通
上海纪实人文,http://192.168.2.203:50001/TVOD/1000000001000010606/ystenlive/index.m3u8?OtherName=4M1080_易视腾
上海五星体育,http://192.168.2.203:50001/TVOD/5000000010000017540/bestzb/index.m3u8?OtherName=4M1080_百视通
上海五星体育,http://192.168.2.203:50001/TVOD/2000000002000000007/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
上海新闻综合,http://192.168.2.203:50001/TVOD/5000000011000031110/bestzb/index.m3u8?OtherName=7M1080_百视通
上海新闻综合,http://192.168.2.203:50001/TVOD/2000000002000000005/hnbblive/index.m3u8?OtherName=2.5M576_湖南bblive

4 K 8 K,#genre#
CCTV4K-HLG-HLG,http://192.168.2.203:35455/gaoma/cctv4k.m3u8
CCTV8K-36m-HLG-36m-HLG,http://192.168.2.203:35455/gaoma/cctv8k_36m.m3u8
CCTV16-4K-HLG-HLG,http://192.168.2.203:35455/gaoma/cctv4k16.m3u8
CCTV16-4K-HEVC-HEVC,http://192.168.2.203:35455/itv/5000000008000023254.m3u8?cdn=bestzb
北京IPTV4K,http://192.168.2.203:35455/bptv/10000100000000050000000003887500.m3u8
北京体育休闲-4K,http://192.168.2.203:35455/bptv/10000100000000050000000004270525.m3u8
华数-4K,http://192.168.2.203:35455/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享-4K,http://192.168.2.203:35455/itv/1000000004000011651.m3u8?cdn=ystenlive
咪咕4K-1,http://192.168.2.203:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://192.168.2.203:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Fashion 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
SiTV-欢笑剧场-4K,http://192.168.2.203:35455/itv/5000000007000010001.m3u8?cdn=bestzb
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8

央视频道,#genre#
CCTV1-高码,http://192.168.2.203:35455/gaoma/cctv1.m3u8
CCTV1,http://192.168.2.203:35455/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV1-50-FPS,http://192.168.2.203:35455/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV1-HEVC,http://192.168.2.203:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV2-高码,http://192.168.2.203:35455/gaoma/cctv2.m3u8
CCTV2,http://192.168.2.203:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2-50-FPS,http://192.168.2.203:35455/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV2-HEVC,http://192.168.2.203:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV3-高码,http://192.168.2.203:35455/gaoma/cctv3.m3u8
CCTV3,http://192.168.2.203:35455/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV3-HEVC,http://192.168.2.203:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4-高码,http://192.168.2.203:35455/gaoma/cctv4.m3u8
CCTV4-50-FPS,http://192.168.2.203:35455/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV4-HEVC,http://192.168.2.203:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5-高码,http://192.168.2.203:35455/gaoma/cctv5.m3u8
CCTV5,http://192.168.2.203:35455/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV5-HEVC,http://192.168.2.203:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5+-高码,http://192.168.2.203:35455/gaoma/cctv5p.m3u8
CCTV5+,http://192.168.2.203:35455/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV5+-HEVC,http://192.168.2.203:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV6,http://192.168.2.203:35455/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV6-50-FPS,http://192.168.2.203:35455/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV6-HEVC,http://192.168.2.203:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV7-高码,http://192.168.2.203:35455/gaoma/cctv7.m3u8
CCTV7,http://192.168.2.203:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7-50-FPS,http://192.168.2.203:35455/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV7-HEVC,http://192.168.2.203:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8-高码,http://192.168.2.203:35455/gaoma/cctv8.m3u8
CCTV8,http://192.168.2.203:35455/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV8-HEVC,http://192.168.2.203:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV9-高码,http://192.168.2.203:35455/gaoma/cctv9.m3u8
CCTV9,http://192.168.2.203:35455/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV9-50-FPS,http://192.168.2.203:35455/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV9-HEVC,http://192.168.2.203:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10-高码,http://192.168.2.203:35455/gaoma/cctv10.m3u8
CCTV10,http://192.168.2.203:35455/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV10-50-FPS,http://192.168.2.203:35455/itv/5000000004000012827.m3u8?cdn=bestzb
CCTV10-HEVC,http://192.168.2.203:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11-高码,http://192.168.2.203:35455/gaoma/cctv11.m3u8
CCTV11-50-FPS,http://192.168.2.203:35455/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV11-HEVC,http://192.168.2.203:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12-高码,http://192.168.2.203:35455/gaoma/cctv12.m3u8
CCTV12,http://192.168.2.203:35455/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV12-50-FPS,http://192.168.2.203:35455/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV12-HEVC,http://192.168.2.203:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV13-高码,http://192.168.2.203:35455/gaoma/cctv13.m3u8
CCTV13-50-FPS,http://192.168.2.203:35455/itv/5000000011000031108.m3u8?cdn=bestzb
CCTV14-高码,http://192.168.2.203:35455/gaoma/cctv14.m3u8
CCTV14,http://192.168.2.203:35455/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV14-50-FPS,http://192.168.2.203:35455/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV14-HEVC,http://192.168.2.203:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15-高码,http://192.168.2.203:35455/gaoma/cctv15.m3u8
CCTV15-50-FPS,http://192.168.2.203:35455/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV15-HEVC,http://192.168.2.203:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16-高码,http://192.168.2.203:35455/gaoma/cctv16.m3u8
CCTV16,http://192.168.2.203:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17-高码,http://192.168.2.203:35455/gaoma/cctv17.m3u8
CCTV17,http://192.168.2.203:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV17-HEVC,http://192.168.2.203:35455/itv/1000000005000265015.m3u8?cdn=ystenlive

卫视频道,#genre#
湖南卫视,http://192.168.2.203:35455/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
浙江卫视-50-FPS,http://192.168.2.203:35455/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://192.168.2.203:35455/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://192.168.2.203:35455/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
东方卫视,http://192.168.2.203:35455/itv/6000000001000003639.m3u8?cdn=wasusyt
东方卫视-50-FPS,http://192.168.2.203:35455/itv/5000000004000014098.m3u8?cdn=bestzb
东方卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
北京卫视,http://192.168.2.203:35455/itv/6000000001000020451.m3u8?cdn=wasusyt
北京卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
深圳卫视,http://192.168.2.203:35455/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
广东卫视,http://192.168.2.203:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
山东卫视,http://192.168.2.203:35455/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
天津卫视,http://192.168.2.203:35455/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
东南卫视,http://192.168.2.203:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
湖北卫视,http://192.168.2.203:35455/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
安徽卫视,http://192.168.2.203:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
重庆卫视,http://192.168.2.203:35455/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
黑龙江卫视,http://192.168.2.203:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视-50-FPS,http://192.168.2.203:35455/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265029.m3u8?cdn=ystenlive
辽宁卫视,http://192.168.2.203:35455/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视,http://192.168.2.203:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视-HEVC,http://192.168.2.203:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
河北卫视,http://192.168.2.203:35455/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://192.168.2.203:35455/itv/5000000011000031119.m3u8?cdn=bestzb
四川卫视,http://192.168.2.203:35455/itv/5000000004000006119.m3u8?cdn=bestzb
广西卫视,http://192.168.2.203:35455/itv/5000000011000031118.m3u8?cdn=bestzb
云南卫视,http://192.168.2.203:35455/itv/5000000011000031120.m3u8?cdn=bestzb
贵州卫视,http://192.168.2.203:35455/itv/5000000004000025843.m3u8?cdn=bestzb
吉林卫视,http://192.168.2.203:35455/itv/5000000011000031117.m3u8?cdn=bestzb
海南卫视,http://192.168.2.203:35455/itv/5000000004000006211.m3u8?cdn=bestzb
甘肃卫视,http://192.168.2.203:35455/itv/5000000011000031121.m3u8?cdn=bestzb
青海卫视,http://192.168.2.203:35455/itv/1000000002000013359.m3u8?cdn=ystenlive

地方频道,#genre#
北京纪实科教,http://192.168.2.203:35455/itv/1000000001000001910.m3u8?cdn=ystenlive
北京纪实科教-HEVC-HEVC,http://192.168.2.203:35455/itv/1000000005000265020.m3u8?cdn=ystenlive
北京卡酷少儿,http://192.168.2.203:35455/itv/5000000011000265008.m3u8?cdn=bestzb
BTV-重温经典-重温经典,http://192.168.2.203:35455/bptv/10000100000000050000000003887494.m3u8
萌宠TV,http://192.168.2.203:35455/bptv/10000100000000050000000003887495.m3u8
淘BABY,http://192.168.2.203:35455/bptv/10000100000000050000000003887496.m3u8
淘剧场,http://192.168.2.203:35455/bptv/10000100000000050000000003887497.m3u8
淘电影,http://192.168.2.203:35455/bptv/10000100000000050000000003887498.m3u8
淘娱乐,http://192.168.2.203:35455/bptv/10000100000000050000000003887499.m3u8
北京体育休闲,http://192.168.2.203:35455/bptv/10000100000000050000000003870779.m3u8
北京新闻,http://192.168.2.203:35455/bptv/10000100000000050000000003870780.m3u8
湖南金鹰纪实,http://192.168.2.203:35455/itv/5000000011000031203.m3u8?cdn=bestzb
湖南快乐垂钓,http://192.168.2.203:35455/itv/5000000011000031206.m3u8?cdn=bestzb
湖南茶频道,http://192.168.2.203:35455/itv/5000000011000031209.m3u8?cdn=bestzb
上海-ICS-外语-ICS-外语,http://192.168.2.203:35455/itv/5000000010000030951.m3u8?cdn=bestzb
